Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-G3-AAV6-01A-21R-A37K-07,0.034269641,0,0,0.14591142,0,0.207227598,0,0.016519182,0.080568349,0,0,0.060554096,0.010433194,0.283488574,0.028202113,0.068810633,0.001406951,0,0.062608249,0,0,0,0.556,0.009112587,1.107628434
TCGA-DD-AAVZ-01A-11R-A41C-07,0.09945211,0,0,0.03150762,0,0.40695219,0,0,0.084753944,0,0.016866057,0.023010367,0.028436607,0.055215543,0.040558953,0.081864806,0.030106037,0,0.09698028,0,0,0.004295484,0.87,-0.024954974,1.102892501
TCGA-DD-AACE-01A-11R-A41C-07,0.069715087,0,0.124746872,0.158709009,0,0.135115411,0,0.025898629,0.056191803,0,0,0.0614952,0.012224924,0.044566565,0.122960808,0.132643757,0.034811258,0,0.020920677,0,0,0,0.542,0.010578632,1.082960599
TCGA-BC-A3KF-01A-11R-A213-07,0.026573946,0,0,0.04076878,0,0.263920617,0,0,0.065264084,0,0,0.076580376,0.023574314,0.060945703,0.102762425,0.081993502,0.037101074,0,0.220515178,0,0,0,0.652,-0.001867164,1.095534974
TCGA-ZS-A9CD-01A-11R-A37K-07,0.051730981,0,0,0.047196668,0,0.261225701,0,0,0.052147577,0,0,0.045573319,0.009453952,0.088123751,0.121119728,0.160251828,0.036542528,0,0.04759204,0,0.045125409,0.033916518,0.327,0.042582737,1.073598382
TCGA-DD-AADY-01A-11R-A41C-07,0.078529934,0,0,0.052081053,0,0.379051868,0,0,0.027330324,0,0,0.063718025,0.003567046,0,0.127925753,0.215985208,0.008543615,0,0.043267175,0,0,0,0.845,-0.021802156,1.116500628
TCGA-2Y-A9H4-01A-11R-A38B-07,0.012907164,0,0,0.112936499,0,0.152910315,0,0,0.171503801,0,0,0.076735495,0,0,0.057717706,0.229461528,0.125049605,0,0.060777886,0,0,0,0.673,-0.004797666,1.093877015
TCGA-WX-AA47-01A-11R-A39D-07,0.141183986,0,0.406234361,0,0,0.160670804,0,0.012748632,0.050104243,0,0.06091941,0,0,0.136851725,0.031286839,0,0,0,0,0,0,0,0.468,0.020075226,1.064077108
TCGA-G3-A5SJ-01A-11R-A27V-07,0.010225266,0,0.044134777,0.118608067,0,0.214903152,0,0.005207843,0.07925436,0,0,0.038930757,0,0.222189494,0.118547186,0.04771848,0.072015839,0,0,0.004497422,0,0.023767356,0.042,0.187246067,1.022778979
TCGA-YA-A8S7-01A-11R-A37K-07,0.001370476,0,0,0.042080356,0,0.114275519,0,0,0.088305186,0,0,0.04798851,0.191572447,0.004320302,0.052903528,0.322459634,0.003431941,0,0.117397131,0,0.005859048,0.008035922,0.242,0.059545597,1.067373871
TCGA-FV-A495-01A-11R-A266-07,0.008958406,0,0.060738894,0.123820146,0,0.210234324,0,0.034842927,0.104931215,0.033523988,0,0.023612775,0.023476446,0.029769097,0.079073645,0.180539135,0.032437391,0,0.051581187,0,0,0.002460425,0.242,0.059521079,1.063297708
TCGA-DD-A4NP-01A-11R-A28V-07,0.079285884,0,0.002577371,0.074471053,0,0.098366203,0,0,0.029812686,0,0.021164502,0.079280451,0.035040793,0,0.016429764,0.267516525,0,0,0.296054768,0,0,0,0.809,-0.018052121,1.106723717
TCGA-MI-A75I-01A-11R-A32O-07,0.001432451,0,0,0.135863286,0,0.10487287,0,0.037978628,0.132054434,0,0.045446716,0.001645861,0.026861149,0.195932339,0.048149395,0.079065172,0.02164415,0,0.131201813,0,0.026549406,0.011302329,0.2,0.071119243,1.059704654
TCGA-DD-A3A5-01A-11R-A22L-07,0.025176455,0,0,0.354614562,0,0.106879875,0,0,0.121424478,0,0.018355674,0.074798407,0.00480843,0.041855355,0.044190245,0.175733926,0,0,0.026018106,0,0,0.006144487,0.79,-0.016349117,1.138475522
TCGA-DD-AACY-01A-11R-A41C-07,0.083546275,0,0,0.194558346,0,0.173272976,0,0.022226364,0.037711652,0.067213467,0,0.11311783,0,0.04800479,0.0637318,0.170078775,0.026537726,0,0,0,0,0,0.893,-0.028063239,1.137168578
TCGA-CC-A5UC-01A-11R-A28V-07,0.043213066,0,0.063647661,0.077610591,0,0.099432503,0.018085994,0.017701133,0.103628702,0,0.001888692,0.023843897,0.00145837,0.222120621,0.099883064,0.151535349,0.040900617,0,0.031176511,0,0,0.00387323,0.236,0.061670729,1.066841143
TCGA-CC-A8HV-01A-11R-A36F-07,0.005262443,0.001877457,0,0.007047691,0,0.218194091,0,0,0.183268579,0,0,0.168543919,0.021008178,0.155257054,0.027646385,0,0.026510139,0,0.167440403,0,0.015533581,0.002410079,0.514,0.013526801,1.107821417
TCGA-BC-A5W4-01A-11R-A28V-07,0.010969247,0,0.003278268,0,0,0.32118162,0,0,0.10503356,0,0,0.09669944,0.047381606,0.01716928,0.088731863,0.208402609,0,0,0.101152505,0,0,0,0.722,-0.008808446,1.099491307
TCGA-RC-A7SF-01A-11R-A352-07,0.050129412,0,0.002791347,0.080978521,0,0.245802372,0.008366289,0.081071554,0.15149576,0.010040117,0,0.041939393,0,0.075111563,0.121973194,0.049270655,0.071260226,0,0.009769596,0,0,0,0.494,0.015881094,1.103443389
TCGA-RC-A6M4-01A-11R-A32O-07,0.010664775,0,0.005006789,0.015076039,0,0.068092059,0,0.003309902,0.108587811,0,0,0.109325491,0.024681936,0.101866245,0.082953278,0.212610665,0.015854425,0,0.203032217,0,0.038938369,0,0.569,0.006970056,1.091672306
TCGA-ED-A7XO-01A-11R-A352-07,0.003922893,0,0.107908615,0.112889496,0,0.158558627,0,0.020270793,0.063103184,0,0,0.114681937,0.03564445,0.004741829,0.067487786,0.170180276,0.01557881,0,0,0.094692323,0,0.030338981,0.555,0.009389076,1.090987715
